"selection_order","session_id","candidate_order","source_url","source_type","source_timestamp_or_page","speaker","verbatim_text","context_text","atomic_restatement","authorship","subject","population","geography","outcome","horizon_literal","horizon_source","horizon_start","deadline","horizon_expired","prediction_class","inclusion_decision","exclusion_reason","prediction_type","indicator_frozen","threshold_success_frozen","threshold_contradiction_frozen","admissible_outcome_source_type","missing_conflict_rule","coder","coded_at","codebook_version","outcome_search_allowed","notes"
"23","CCC-2018-085","07","https://media.ccc.de/v/35c3-10030-security_nightmares_0x13","official_complete_german_subtitles","01:00:24-01:00:44","Frank_Rieger_and_Ron","Angriffe zielen immer mehr auf das menschliche Gehirn; technische Angriffe werden zum Hilfsmittel.","This is presented as the conclusion of the attack-distribution forecast inside the next-year block.","During 2019, cyberattacks will increasingly target human cognition through social engineering, with technical compromise serving as an enabling instrument.","kollektiv_panel","cognition_targeting_attacks","reported cyberattack and fraud campaigns","global","increased social-engineering prominence with technical enablement","Stichworten für das nächste Jahr","section_inherited","2018-12-30","2019-12-31","yes","B","include","","direction_and_mechanism","Comparable annual phishing, fraud and incident reports plus primary campaign analyses for 2018-2019.","A majority of at least three independent comparable sources show at least a 10% increase in phishing or social-engineering incidents or share in 2019 versus 2018, and at least one authoritative campaign analysis documents technical compromise used to enable cognitive manipulation.","A majority of at least three comparable sources show a decline of at least 10% and no qualifying technically enabled campaign is documented; mixed evidence is indeterminable.","annual_phishing_fraud_incident_reports_and_primary_campaign_analysis","Do not equate all malware with brain targeting; the campaign must use deception, persuasion or manipulation of a person as a principal mechanism.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because immer mehr and Hilfsmittel require quantitative direction and mechanism tests."
"25","CCC-2007-013","01","https://fahrplan.events.ccc.de/congress/2007/Fahrplan/attachments/1037_EU_Policy_RFID_Privacy.pdf","official_complete_slide_deck","page_35","Andreas Krisch","Outlook 2008: publication of recommendation on RFID ... final recommendation before summer","The final outlook slide follows a detailed review of the European Commission RFID consultation, expert group, EDRi submissions and other institutional contributions. The unqualified bullet is presented as the speaker's outlook for Commission policy activity.","The European Commission will publish a final recommendation on RFID by 20 June 2008.","adoptada","EU_RFID_policy","European Commission policy instruments","European_Union","publication of a final European Commission recommendation specifically on RFID","before summer [under Outlook 2008]","section_inherited","2007-12-30","2008-06-20","yes","B","include","","occurrence","An official European Commission document published by the deadline is explicitly titled or formally characterized as a final recommendation on RFID; drafts, consultations, communications, opinions by other EU bodies, and later publications do not qualify.","A qualifying final Commission recommendation was officially published no later than 2008-06-20.","Contradicted only if the Commission officially cancelled the recommendation or scheduled it after the deadline before 2008-06-20; absence is non-fulfilment.","official_European_Commission_documentation","Interpret 'before summer' conservatively as before the astronomical start of Northern Hemisphere summer, fixing 2008-06-20 as the last qualifying date. If publication status is draft or the issuing institution is not the Commission, do not count success.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because the slide compresses an institutional timetable and omits 'European Commission' in the bullet, though the preceding deck context is explicit; no outcome evidence consulted."
"25","CCC-2007-013","05","https://fahrplan.events.ccc.de/congress/2007/Fahrplan/attachments/1037_EU_Policy_RFID_Privacy.pdf","official_complete_slide_deck","page_35","Andreas Krisch","Outlook 2008: recommendation on 'Internet of Things' — end of 2008 / 2009","The bullet appears on the same Commission-policy outlook slide after a separate bullet announcing debate on Internet of Things topics including RFID, sensors, governance and trans-border data flows.","By 31 December 2009, the European Commission will publish a recommendation explicitly addressing the Internet of Things.","adoptada","EU_Internet_of_Things_policy","European Commission policy instruments","European_Union","publication of a European Commission recommendation explicitly addressing the Internet of Things","end of 2008 / 2009","individual_range_upper_bound","2007-12-30","2009-12-31","yes","B","include","","occurrence","An official European Commission instrument formally issued as a recommendation and explicitly centered on or materially addressing the Internet of Things is published by the deadline; consultations, communications, action plans, speeches and recommendations only about RFID do not qualify unless they explicitly frame the instrument as Internet-of-Things policy.","At least one qualifying Commission recommendation was officially published by 2009-12-31.","Contradicted only by an official cancellation or postponement beyond 2009 known before the deadline; absence is non-fulfilment.","official_European_Commission_documentation","Use the latest plausible boundary of the slide's 'end of 2008 / 2009' notation. Do not silently treat an RFID recommendation as an IoT recommendation unless the official instrument explicitly makes that scope material.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B due slash ambiguity in the horizon and contextual inference of the Commission as actor; no outcome evidence consulted."
"27","CCC-2012-032","01","https://media.ccc.de/v/29c3-5159-en-defend_freedoms_online_h264","official_complete_video_and_locally_verified_audio","00:19:14-00:19:37","Jérémie Zimmermann","It was recently announced that the EU and the US would together engage into negotiating some kind of trade agreement ... you can be sure that on day one of the negotiations, there will be an intellectual property chapter in it.","The speaker identifies the not-yet-formally-named transatlantic partnership by analogy with TPP and presents a three-part prediction about its initial negotiating content.","On the first official day of EU-US transatlantic trade-agreement negotiations, intellectual property will be included as a negotiating chapter or formally defined subject.","propia","transatlantic_trade_IP","official EU-US transatlantic trade-agreement negotiations","European_Union_and_United_States","inclusion of intellectual property as a formal chapter or subject at negotiation launch","on day one of the negotiations","event_bound","2012-12-27","event_bound_first_official_negotiation_day","yes","B","include","","occurrence","Contemporaneous official EU or US negotiating mandate, agenda, opening statement or initial negotiating text establishes intellectual property as a formal chapter or subject no later than the first official negotiation day.","IP is formally in scope at launch; later addition does not count.","An official opening mandate or agenda expressly excludes IP from the negotiations at launch.","official_EU_US_negotiating_documents_or_contemporaneous_primary_statements","Freeze the event as the first officially designated negotiating round/day for the transatlantic agreement announced before the talk. Preparatory lobbying or later rounds do not satisfy the horizon.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because the deadline is event-bound rather than calendar-dated; decisive audio re-transcribed with small.en and no outcome evidence consulted."
"27","CCC-2012-032","02","https://media.ccc.de/v/29c3-5159-en-defend_freedoms_online_h264","official_complete_video_and_locally_verified_audio","00:19:28-00:19:40","Jérémie Zimmermann","On day one of the negotiations ... There will be some enforcement.","This immediately follows the forecast of an intellectual-property chapter and precedes the comparison with TPP and ACTA wording.","On the first official day of EU-US transatlantic trade-agreement negotiations, the IP component will include enforcement provisions.","propia","transatlantic_trade_IP_enforcement","initial IP negotiating content","European_Union_and_United_States","presence of intellectual-property enforcement provisions at negotiation launch","on day one of the negotiations","inherited_from_immediately_preceding_sentence","2012-12-27","event_bound_first_official_negotiation_day","yes","B","include","","occurrence","Official opening mandates, agendas, position papers or initial texts include enforcement of intellectual-property rights within the agreement's scope by the first official negotiation day.","At least one qualifying official launch document places IP enforcement in scope.","Official launch documents expressly exclude IP enforcement from scope.","official_EU_US_negotiating_documents_or_contemporaneous_primary_statements","General dispute-settlement or trade enforcement does not qualify; the provision must concern intellectual property. Later additions miss the deadline.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because 'some enforcement' is terse and its IP referent is inherited; no outcome evidence consulted."
"27","CCC-2012-032","03","https://media.ccc.de/v/29c3-5159-en-defend_freedoms_online_h264","official_complete_video_and_locally_verified_audio","00:19:32-00:19:46","Jérémie Zimmermann","There will be exactly the same wording that are in TPP that are very similar to the wording that was in ACTA.","The claim completes the three-part description of what the transatlantic agreement would contain at the launch of negotiations.","At launch, the EU-US transatlantic trade agreement's IP-enforcement language will reproduce at least one complete operative clause verbatim from the then-current TPP IP text, with that clause materially similar to ACTA.","propia","transatlantic_trade_text_reuse","initial official transatlantic IP negotiating language","European_Union_and_United_States","verbatim reuse of an operative TPP IP-enforcement clause materially similar to ACTA","on day one of the negotiations","inherited_from_immediately_preceding_sentence","2012-12-27","event_bound_first_official_negotiation_day","yes","B","include","","textual_similarity","Compare publicly available official launch texts against the then-current official or authenticated leaked TPP IP chapter and ACTA. Require one complete operative clause with identical substantive wording apart from numbering, defined-term substitutions, punctuation or formatting.","At least one complete operative IP-enforcement clause meets the frozen verbatim rule and is materially analogous to ACTA.","Official initial text contains no qualifying clause after full comparison.","official_negotiating_texts_plus_contemporaneous_authenticated_TPP_text","If the initial transatlantic text was not public or cannot be reliably reconstructed, classify indeterminable rather than infer from later drafts. Shared generic treaty boilerplate does not qualify unless it is operative IP-enforcement language.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because the original grammar and exact-same-wording standard require a frozen textual rule; no outcome evidence consulted."
"27","CCC-2012-032","04","https://media.ccc.de/v/29c3-5159-en-defend_freedoms_online_h264","official_complete_video_and_locally_verified_audio","00:37:11-00:37:28","Jérémie Zimmermann","We'll talk about this again in six months, in one year, in three years, in five years. Honestly, I don't expect anything to change, at least before the end of this legislature, which is 2014, middle of 2014, the new European Parliament elections and the appointment of the new Commission.","'This' refers to defeating ACTA and then reforming copyright; the speaker describes copyright reform as a long-term strategy constrained by the current EU legislature.","No substantive EU-level copyright reform will be finally adopted before 1 July 2014.","propia","EU_copyright_reform","EU directives, regulations or formally adopted amendments materially reforming copyright","European_Union","absence of final adoption of substantive EU copyright reform before the stated political turnover","before the end of this legislature ... middle of 2014","individual","2012-12-27","2014-06-30","yes","B","include","","non_occurrence","Review EU legislation finally adopted from the talk date through 2014-06-30. A qualifying reform must materially alter copyright scope, rights, exceptions, enforcement or intermediary obligations; consultations, reports, proposals, court judgments and national laws do not count.","No qualifying EU legislative reform is finally adopted by the deadline.","At least one qualifying EU legislative reform is finally adopted by the deadline.","official_EU_legislation_and_legislative_history","The phrase 'anything to change' is broad; freeze it narrowly to the immediately antecedent goal of reforming copyright at EU legislative level. Administrative implementation of pre-existing law is not reform.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B due contextual narrowing of 'anything'; decisive audio re-transcribed with small.en and no outcome evidence consulted."
"27","CCC-2012-032","08","https://media.ccc.de/v/29c3-5159-en-defend_freedoms_online_h264","official_complete_video_and_locally_verified_audio","00:59:03-00:59:15","Jérémie Zimmermann","There are the people from the Fundação Getulio Vargas in Brazil who are doing an incredible job and who in the next month will have a proposal for reform of copyright go through their parliament.","The statement answers a question about globalizing reform and identifies a Brazilian partner organization and parliamentary route.","By 27 January 2013, a copyright-reform proposal associated with Fundação Getulio Vargas's agenda will be formally introduced into or begin formal consideration by Brazil's national parliament.","propia","Brazil_copyright_reform","copyright-reform proposals in Brazil's National Congress","Brazil","formal parliamentary introduction or consideration of a copyright-reform proposal linked to the described civil-society agenda","in the next month","individual","2012-12-27","2013-01-27","yes","B","include","","occurrence","Official Brazilian congressional records identify formal introduction, filing, referral, hearing or other documented parliamentary consideration by the deadline of a copyright-reform proposal materially matching the agenda attributed to Fundação Getulio Vargas.","At least one qualifying formal parliamentary action occurs by 2013-01-27.","An authoritative contemporaneous statement cancels or postpones the proposal beyond the deadline; absence is non-fulfilment.","official_Brazilian_Congress_records_plus_contemporaneous_FGV_primary_material","A public campaign document or citizen draft alone is insufficient. If the organizational link or formal parliamentary action cannot be established, classify indeterminable.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because 'will have a proposal ... go through' is idiomatic and the exact procedural stage is not specified; decisive audio re-transcribed with small.en and no outcome evidence consulted."
"30","CCC-2018-076","02","https://media.ccc.de/v/35c3-9917-election_cybersecurity_progress_report","official_complete_video_official_subtitles_and_locally_verified_audio","00:21:22-00:22:32","J. Alex Halderman","They're waiting for the bigger prize in 2020 ... the real lesson of 2016 is that the threats are real and that the attackers will be back.","The referent is the nation-state adversaries that had penetrated US election infrastructure; the intervening sentences identify the 2020 presidential election as the bigger prize.","By the 2020 US presidential election, a foreign state-linked actor will again conduct an attempted or successful cyber operation against US election infrastructure or the election process.","propia","US_election_cyberattack","foreign state-linked cyber operations targeting the US presidential election process","United_States","documented attempted or successful foreign state-linked cyber operation targeting election infrastructure, campaigns, officials or core election processes","in 2020 ... attackers will be back","context_inherited","2018-12-27","2020-11-03","yes","B","include","","occurrence","An official US intelligence, law-enforcement, congressional or judicial source attributes with at least moderate confidence an attempted or successful cyber operation during the window to a foreign state or state-linked actor and identifies the 2020 election process, infrastructure, a presidential campaign or election officials as a target.","At least one qualifying attributed operation occurred by election day 2020.","A coordinated official post-election assessment affirmatively concludes that no foreign state-linked cyber operation targeted any frozen component during the window.","official_US_intelligence_law_enforcement_congressional_or_judicial_sources","Influence messaging alone qualifies only if the operation used compromised systems, stolen data, covert cyber personas or platform manipulation explicitly characterized as a cyber operation. Mere general propaganda does not. If attribution remains officially unresolved, classify indeterminable.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because the 2020 horizon and target are inherited across the passage; no outcome evidence consulted."
"30","CCC-2018-076","03","https://media.ccc.de/v/35c3-9917-election_cybersecurity_progress_report","official_complete_video_official_subtitles_and_locally_verified_audio","00:21:22-00:21:39","J. Alex Halderman","They're waiting for the bigger prize in 2020 when we're likely to once again have a close and divisive presidential contest.","This supplies the political context for why adversaries would treat 2020 as a larger target.","The 2020 US presidential election will be both close and divisive.","propia","US_presidential_election_context","2020 US presidential general election","United_States","joint occurrence of a close national result and high affective division between the two major-party camps","in 2020","individual","2018-12-27","2020-11-03","yes","B","include","","compound_state","Close is frozen as either a national popular-vote margin of at most 5 percentage points or a tipping-point-state margin of at most 3 percentage points. Divisive is frozen as both major-party nominees having majority unfavorable ratings in at least one same-wave reputable national survey during the final 60 days, or an authoritative post-election survey finding majority belief among supporters of either losing side that the winner was illegitimate.","At least one close criterion and at least one divisive criterion are met.","Neither close criterion or neither divisive criterion is met in all admissible evidence.","official_election_results_plus_reputable_national_probability_sample_surveys","Both adjectives must pass. Use certified election results; for surveys prefer Pew, Gallup, ANES, AP-NORC or major academic probability panels. If qualifying surveys conflict, apply the preregistered missing/conflict hierarchy and otherwise mark indeterminable.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because close and divisive require post hoc operationalization despite an explicit year; no outcome evidence consulted."
"30","CCC-2018-076","08","https://media.ccc.de/v/35c3-9917-election_cybersecurity_progress_report","official_complete_video_official_subtitles_and_locally_verified_audio","00:48:22-00:48:32","J. Alex Halderman","I think in the next Congress there's a good possibility that we will see effective legislation to provide national standards and leadership for elections.","The prior passage describes the bipartisan Secure Elections Act and the need for federal paper, audit and information-sharing requirements.","During the 116th US Congress, federal election-security legislation will be enacted that establishes binding national standards or a durable federal leadership mechanism for election cybersecurity.","propia","US_election_security_legislation","federal election-security legislation in the 116th Congress","United_States","enactment of a federal statute creating binding national election-security standards or an institutional federal leadership mechanism","in the next Congress","individual","2018-12-27","2021-01-03","yes","B","include","","occurrence","Congress.gov and the Statutes at Large show enactment during the 116th Congress of a law whose operative provisions impose national election-security requirements or create or assign a durable federal coordination, oversight or leadership function specifically for election cybersecurity.","A qualifying bill becomes law no later than 2021-01-03; introduction, committee approval, chamber passage, appropriations alone or nonbinding guidance is insufficient.","An enacted law expressly prohibits federal election-security standards or dismantles the relevant federal leadership function without replacement; simple non-enactment is non-fulfilment.","official_Congress_gov_and_Statutes_at_Large","Effective is frozen to enacted and operative legislation, not political progress. General cybersecurity law qualifies only if election security is an explicit substantive component.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B due probabilistic phrasing and interpretation of effective legislation; no outcome evidence consulted."
