"prediction_key","selection_order","session_id","candidate_order","source_url","source_timestamp_or_page","speaker","verbatim_text","context_text","atomic_restatement","subject","population","geography","outcome","horizon_start","deadline","prediction_class","prediction_type","indicator_frozen","threshold_success_frozen","threshold_contradiction_frozen","admissible_outcome_source_type","missing_conflict_rule","independent_judgment","primary_evidence_url","secondary_evidence_url","evidence_date_or_period","evidence_summary","threshold_application","conflict_or_missing_application","independent_coder","evaluated_at","provided_primary_evidence_url","provided_secondary_evidence_url","validation_mode","confidence","evidence_sufficiency","model_name","model_version","run_id"
"51-BHPRO-2012-03-06","51","BHPRO-2012-03","06","https://www.youtube.com/watch?v=S34b4kNUIos","01:00:04-01:00:35","Alex Stamos","It's going to be much easier to hide internal attacks, control channels, covert channels ... all kinds of crazy stuff like that using IPv6.","The speaker gives a concrete example of encoding a covert channel in IPv6 source and destination address bits.","By 26 July 2017, multiple public technical demonstrations will show IPv6 addressing or extension features being used to conceal command-and-control, covert-channel or internal attack traffic from conventional monitoring.","IPv6_covert_channels","IPv6 covert channels and command-and-control techniques","global","multiple public demonstrations of concealment using IPv6-specific fields","2012-07-26","2017-07-26","B","count","At least three independent researcher demonstrations, peer-reviewed papers or incident analyses by the deadline implement or observe concealment of attack/control data principally through IPv6 source/destination addressing, extension headers, neighbor-discovery fields or transition-specific mechanisms, and explain evasion of conventional monitoring.","At least three independent qualifying techniques or demonstrations are public by the deadline.","No qualifying demonstration is found; one or two are non-fulfilment.","peer_reviewed_research_researcher_primary_material_and_incident_analysis","Ordinary encryption over IPv6 does not qualify; concealment must depend materially on an IPv6-specific field or mechanism.","not_fulfilled","https://www.rfc-editor.org/rfc/rfc7707","https://www.sans.org/white-papers/33969/","through 2017-07-26","The supplied RFC and SANS material discuss IPv6 threats and covert-channel possibilities, but do not document three independent qualifying implemented or observed evasive demonstrations.","The required count of three qualifying techniques/demonstrations is not established.","Generic threat discussion does not substitute for an implemented IPv6-specific concealment demonstration.","Codex","2026-09-22","https://www.rfc-editor.org/rfc/rfc7707","https://www.sans.org/white-papers/33969/","provided_evidence","medium","partial","Codex","gpt-5","codex-gpt5-20260922-7f3c91a2"
"23-CCC-2018-085-07","23","CCC-2018-085","07","https://media.ccc.de/v/35c3-10030-security_nightmares_0x13","01:00:24-01:00:44","Frank_Rieger_and_Ron","Angriffe zielen immer mehr auf das menschliche Gehirn; technische Angriffe werden zum Hilfsmittel.","This is presented as the conclusion of the attack-distribution forecast inside the next-year block.","During 2019, cyberattacks will increasingly target human cognition through social engineering, with technical compromise serving as an enabling instrument.","cognition_targeting_attacks","reported cyberattack and fraud campaigns","global","increased social-engineering prominence with technical enablement","2018-12-30","2019-12-31","B","direction_and_mechanism","Comparable annual phishing, fraud and incident reports plus primary campaign analyses for 2018-2019.","A majority of at least three independent comparable sources show at least a 10% increase in phishing or social-engineering incidents or share in 2019 versus 2018, and at least one authoritative campaign analysis documents technical compromise used to enable cognitive manipulation.","A majority of at least three comparable sources show a decline of at least 10% and no qualifying technically enabled campaign is documented; mixed evidence is indeterminable.","annual_phishing_fraud_incident_reports_and_primary_campaign_analysis","Do not equate all malware with brain targeting; the campaign must use deception, persuasion or manipulation of a person as a principal mechanism.","indeterminate","https://apwg.org/trendsreports/","https://documents.trendmicro.com/assets/rpt/Trend-Micro-2019-Midyear-Roundup.pdf","2018-2019","The supplied reports contain phishing and social-engineering telemetry, but the set does not establish a majority of three independent comparable series plus the required campaign analysis.","The compound quantitative and campaign thresholds cannot both be verified.","Differences in reporting periods and definitions prevent a literal three-series comparison.","Codex","2026-09-22","https://apwg.org/trendsreports/","https://documents.trendmicro.com/assets/rpt/Trend-Micro-2019-Midyear-Roundup.pdf","provided_evidence","medium","partial","Codex","gpt-5","codex-gpt5-20260922-7f3c91a2"
"123-CCC-2014-048-03","123","CCC-2014-048","03","https://media.ccc.de/v/31c3_-_6572_-_de_-_saal_1_-_201412301715_-_security_nightmares_-_frank_-_ron","01:24:18-01:25:07","Ron_or_Frank_Rieger","Ich denke mal, der nächste Schritt wird sein ... Geschäftsmodelle der Zukunft ... liebes Hotel, ich biete dir Internet Zugriff für alle deine Gäste für umsonst ... [und öffne] jede SSL-Verbindung ... und speichert alles.","Within the 2015-keywords block, the speaker extrapolates Darkhotel-style network interception into a commercial offer to hotels: free guest connectivity funded by opening and retaining encrypted traffic.","By the end of 2015, at least one commercial or documented operational hotel-Wi-Fi offering will provide guests free access while monetizing or exploiting interception or inspection of their traffic.","hotel_wifi_interception","commercial or operational hotel guest Wi-Fi offerings","global","documented free hotel Wi-Fi tied to provider inspection interception or traffic-derived monetization","2014-12-30","2015-12-31","B","occurrence","Contemporaneous vendor materials, hotel-network terms, regulator or court records, security research and major investigative reporting dated no later than 2015.","At least one named operational offering in or before 2015 combines zero-price guest access with provider-side TLS interception, content injection, behavioral tracking, sale/use of traffic data or an explicitly traffic-funded business model.","Authoritative reviews and sampled provider terms show only fee-funded or hotel-funded service and no qualifying inspection or traffic-derived monetization; absence without systematic coverage is indeterminable.","vendor_terms_regulatory_records_security_research_and_investigative_reporting","Ordinary connection logs, captive portals or hotel-funded free access do not qualify without inspection, injection, behavioral tracking, data use or an explicit traffic-funded model; proof-of-concept alone does not qualify.","indeterminate","","","through 2015","No supplied source identifies a named operational free hotel-Wi-Fi offering monetized through traffic inspection or use.","The named-offering threshold cannot be tested.","Absence without systematic coverage is indeterminate under the frozen rule.","Codex","2026-09-22","","","provided_evidence","low","insufficient","Codex","gpt-5","codex-gpt5-20260922-7f3c91a2"
"136-CCC-2017-062-01","136","CCC-2017-062","01","https://media.ccc.de/v/34c3-8874-gamified_control","00:17:33-00:17:49","presenter","There is a social rating system in China now. The system will become mandatory in 2020. That's all right.","After screening a third-party explainer, the presenter corrects its errors and expressly confirms this point as accurate.","By the end of 2020, China will operate a mandatory nationwide social-credit or social-rating system covering the general population.","china_mandatory_social_credit","general population subject to a nationwide Chinese social-credit architecture","China","mandatory nationwide operation by 2020","2017-12-29","2020-12-31","B","adoption","Chinese State Council and regulator documents, national implementation records, authoritative legal scholarship and high-quality contemporaneous reporting through 2020.","By 31 December 2020 a binding national framework assigns or integrates social-credit records for the general population with mandatory participation and operative cross-domain consequences beyond ordinary financial credit.","No binding nationwide mandatory population system is operational by the deadline; local pilots, blacklists limited to adjudicated violations or voluntary commercial scores alone are non-fulfilment.","official_chinese_policy_implementation_legal_scholarship_and_authoritative_reporting","Do not equate fragmented regulatory blacklists or voluntary Sesame Credit with a single mandatory population score unless official evidence shows nationwide integrated mandatory operation.","not_fulfilled","https://www.brookings.edu/articles/chinas-orwellian-social-credit-score-isnt-real/","https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration","through 2020","Both analyses distinguish fragmented regulatory blacklists and pilots from a single mandatory nationwide general-population score.","No qualifying mandatory nationwide population system was operational by 2020.","Local pilots, debtor blacklists and voluntary commercial scores are excluded.","Codex","2026-09-22","https://www.brookings.edu/articles/chinas-orwellian-social-credit-score-isnt-real/","https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration","provided_evidence","high","sufficient","Codex","gpt-5","codex-gpt5-20260922-7f3c91a2"
"127-CCC-2012-037-02","127","CCC-2012-037","02","https://media.ccc.de/v/29c3-5244-de-en-security_nightmares2012_h264","01:00:46-01:01:02","Frank_Rieger_and_Ron","Medizingeräte-Vernetzung ist so ein Thema, wo wir davon ausgehen, dass es 2013 doch erhebliche Wichtigkeit gewinnen wird.","The forecast appears on the 2013 slide 'Böse Netze 2.0' beside 'Vernetzte medizinische Geräte'; examples include patient monitors, X-ray equipment and medication pumps entering poorly segmented networks.","During calendar year 2013, security of network-connected medical devices will gain substantial professional and public importance.","connected_medical_device_security_salience","network-connected medical devices and their security","global","substantial increase in professional and public salience during 2013","2012-12-30","2013-12-31","B","salience","FDA and other regulator communications, ICS-CERT or national CERT advisories, peer-reviewed or conference research and major specialist news dated 2013.","During 2013, at least one national regulator or CERT issues a substantive connected-medical-device cybersecurity communication and at least five additional substantive items appear across three independent qualifying research or major specialist-news sources.","No national regulator or CERT issues a substantive communication and fewer than three independent qualifying sources publish substantive items in 2013; intermediate evidence is non-fulfilment.","regulator_CERT_research_and_major_specialist_news","Count items whose main subject is security of a network-capable medical device, not hospital databases or general health-data privacy; syndicated duplicates count once.","fulfilled","https://www.fda.gov/media/102583/download","https://www.fda.gov/medical-devices/digital-health-center-excellence/cybersecurity","2013","FDA issued substantive 2013 guidance and communications on cybersecurity for networked medical devices, accompanied by extensive independent specialist and research attention.","The regulator prerequisite and the required breadth of substantive 2013 coverage are met.","The cited material concerns device cybersecurity, not general health-data privacy.","Codex","2026-09-22","https://www.fda.gov/medical-devices/digital-health-center-excellence/cybersecurity","https://www.fda.gov/media/102583/download","provided_evidence","medium","sufficient","Codex","gpt-5","codex-gpt5-20260922-7f3c91a2"
"103-CCC-2008-019-02","103","CCC-2008-019","02","https://media.ccc.de/v/25c3-3021-de-security_nightmares_2009","00:42:55-00:43:28","Frank Rieger and Ron","Ich glaube, auf diesem Kongress ist klar geworden: GSM hat dann wohl kein Jahr mehr. Also nächstes Jahr auf dem Kongress wird wohl GSM ganz schön doll tot sein ... GSM als Basistechnologie ist jetzt mittlerweile in Hackerhand angekommen.","The next-congress deadline is explicit and dead is interpreted as a public practical break of a core GSM security property rather than disappearance of service.","By the 2009 CCC Congress, a public attack will practically break a core GSM confidentiality, authentication or network-control property using tools or data available to independent researchers.","GSM_practical_public_break","public practical attacks on core GSM security properties","global","public independent practical break of GSM security","2008-12-29","2009-12-31","B","occurrence","Primary research presentations, released tools or datasets and independent technical replications demonstrate interception, decryption, impersonation or unauthorized network operation against deployed GSM.","At least one reproducible public attack against deployed GSM is presented or released by 2009-12-31 and independently confirmed or accompanied by usable artifacts.","Authoritative technical reviews find that all announced 2009 attacks remain simulation-only or require undisclosed operator secrets; absence alone is non-fulfilment.","primary_security_research_artifacts_conference_presentations_and_independent_replications","A laboratory flaw without practical deployed-network relevance does not qualify; lawful operation of a private BTS alone does not count as a security break.","fulfilled","https://media.ccc.de/v/26c3-3654-en-gsm_srsly","https://arxiv.org/abs/1107.1086","2009","The 26C3 presentation released a practical A5/1 attack approach and public table-building artifacts for independently accessible GSM decryption.","A reproducible public attack against deployed GSM confidentiality was presented with usable artifacts by year end.","The work addressed practical deployed-network interception rather than simulation only.","Codex","2026-09-22","https://media.ccc.de/v/26c3-3654-en-gsm_srsly","https://arxiv.org/abs/1107.1086","provided_evidence","high","sufficient","Codex","gpt-5","codex-gpt5-20260922-7f3c91a2"
"59-CCC-2016-060-11","59","CCC-2016-060","11","https://media.ccc.de/v/33c3-8413-security_nightmares_0x11","01:06:24-01:06:47","Ron","Wenn du deine Passphrase vergisst ... dann musst du dir das Ding eigentlich nur ein halbes bis Dreivierteljahr hinlegen und dann kommst du an die Daten wieder ran.","The referent is a then-current iOS device; the speaker argues that expensive platform exploits make device encryption only temporary.","By 30 September 2017, a publicly documented forensic or exploit capability will recover user data from at least one materially current iOS device that had been inaccessible because its passcode or encryption could not initially be bypassed.","iOS_delayed_data_access","iOS devices current at the end of 2016","global","documented post-delay recovery of protected user data","2016-12-30","2017-09-30","B","occurrence","Official forensic-vendor documentation, court records, laboratory research or a technically detailed contemporaneous case documents data extraction from an iPhone/iPad model supporting a current iOS release at talk time despite an initially unavailable passcode or encryption barrier.","At least one qualifying capability or case is documented by the nine-month deadline.","Authoritative testing shows all then-current supported iOS devices remained inaccessible to every documented qualifying technique through the deadline; absence alone is non-fulfilment.","forensic_vendor_primary_documentation_court_records_and_technical_research","Recovery through a previously configured cloud backup does not qualify; the evidence must concern protected data obtained from the device or a cryptographically equivalent device backup.","fulfilled","https://cellebrite.com/wp-content/uploads/2017/07/UFED6.1_ReleaseNotes_EN.pdf","https://www.macrumors.com/2017/02/24/cellebrite-lawful-unlocking-iphone-6/","2017-02 to 2017-03","Contemporaneous Cellebrite materials and reporting document lawful unlocking and evidence extraction for passcode-locked iPhone 6-class devices.","At least one then-current supported iOS device had protected on-device data extracted before 2017-09-30.","The documented capability concerns device unlocking/extraction, not a cloud backup.","Codex","2026-09-22","https://www.macrumors.com/2017/02/24/cellebrite-lawful-unlocking-iphone-6/","https://cellebrite.com/en/cas-sales-inquiry/","provided_evidence","high","sufficient","Codex","gpt-5","codex-gpt5-20260922-7f3c91a2"
"111-CCC-2007-014-01","111","CCC-2007-014","01","https://media.ccc.de/v/24c3-2336-de-security_nightmares","00:42:56-00:44:43","Ron_or_Frank_Rieger","Eines der Dinge, die ich so als Trend sehe für 2008 ... industrielle Automatisierung ... geht nun plötzlich über TCP/IP ... dieser ganze Prozess ... hat 2007 so richtig Schwung genommen, wird 2008 richtig schlimm werden.","The forecast follows the explicit transition into the 2008 section and appears while the slide 'Stichworte für 2008' is displayed; examples include CNC control, conveyor systems and machinery connected through Ethernet/TCP-IP.","During calendar year 2008, the security exposure of TCP/IP-connected industrial automation and control machinery will materially worsen.","industrial_control_security","TCP/IP-connected industrial automation and control machinery","global","material worsening evidenced by newly disclosed high-impact vulnerabilities or cyber incidents affecting connected industrial machinery","2007-12-30","2008-12-31","B","direction","Official advisories, national CERT records, vendor bulletins or contemporaneous security research document newly disclosed remotely reachable vulnerabilities or cyber incidents in TCP/IP-connected industrial automation during 2008.","At least two qualifying 2008 disclosures or incidents affect distinct industrial products or installations, with at least one rated high/critical or described as capable of disrupting physical operations.","A comprehensive authoritative 2008 review reports zero new remotely reachable vulnerabilities and zero incidents in the defined population; mere absence is non-fulfilment.","official_CERT_vendor_advisories_and_contemporaneous_industrial_security_research","Count disclosures by initial public disclosure date, not later CVE assignment; ordinary office IT at an industrial company does not qualify unless the affected system controls machinery or physical process.","not_fulfilled","https://nvd.nist.gov/vuln/detail/CVE-2008-2639","https://advisories.checkpoint.com/defense/advisories/public/2009/cpai-2008-348.html/","2008","The supplied records appear to describe one underlying industrial-control vulnerability/disclosure rather than two distinct products or installations.","The frozen minimum of two distinct qualifying 2008 disclosures or incidents is not met by the supplied set.","Duplicate or later advisory treatment of one flaw counts once.","Codex","2026-09-22","https://nvd.nist.gov/vuln/detail/CVE-2008-2639","https://advisories.checkpoint.com/defense/advisories/public/2009/cpai-2008-348.html/","provided_evidence","medium","partial","Codex","gpt-5","codex-gpt5-20260922-7f3c91a2"
"39-CCC-2006-011-05","39","CCC-2006-011","05","https://media.ccc.de/v/23C3-1682-de-security_nightmares","00:51:22-00:52:13","Frank Rieger and Ron","Nicht mehr nur ... der IP-Stack ... Grafikarten-Exploits ... WLAN-Chipsatz ... und das wird sicherlich mehr werden.","The passage broadens attack surfaces to privileged device components and embedded systems after citing then-recent graphics and Intel wireless flaws.","During 2007, public vulnerability disclosures involving exploitable graphics, wireless-chipset, peripheral-firmware or comparable non-IP-stack device components will exceed the 2006 count.","device_component_vulnerability_growth","publicly disclosed exploitable non-IP-stack device-component vulnerabilities","global","year-over-year increase in qualifying disclosures","2006-12-30","2007-12-31","B","trend","Using one frozen vulnerability database and vendor advisories, count 2006 and 2007 disclosures whose vulnerable code executes in GPU/graphics drivers or firmware, Wi-Fi chipset drivers or firmware, peripheral controllers, or embedded device subsystems and permits code execution, privilege escalation or security-boundary bypass.","The 2007 qualifying count is greater than the 2006 count.","The 2007 count is lower than 2006; equality is non-fulfilment.","NVD_or_equivalent_frozen_database_plus_vendor_advisories","Apply the same query and inclusion rules to both years; ordinary application or TCP/IP implementation flaws do not qualify.","indeterminate","","","2006-2007","No supplied frozen-database count applies identical inclusion rules to both years.","The year-over-year count threshold cannot be calculated.","Sparse examples cannot establish a global comparative count.","Codex","2026-09-22","","","provided_evidence","low","insufficient","Codex","gpt-5","codex-gpt5-20260922-7f3c91a2"
"126-CCC-2016-058-01","126","CCC-2016-058","01","https://media.ccc.de/v/33c3-8074-recount_2016_an_uninvited_security_audit_of_the_u_s_presidential_election","00:48:20-00:48:38","Alex_Halderman_or_Matt_Bernhard","I think we're unlikely to see federal legislation to improve electoral integrity under the coming Trump administration.","The closing recommendations call for state adoption of paper records and risk-limiting audits by 2018 and 2020; the speaker predicts the federal route will not produce integrity legislation under the incoming administration.","During the Trump administration beginning in 2017, the United States will not enact federal legislation whose principal purpose is to improve election-system integrity or require auditable voting safeguards.","us_federal_election_integrity_legislation","enacted United States federal statutes","United_States","absence of qualifying enacted federal election-integrity legislation during the administration","2016-12-29","2021-01-20","B","nonoccurrence","Congress.gov enacted-law records, Statutes at Large and authoritative federal election-law histories through 20 January 2021.","No federal statute enacted from 20 January 2017 through 20 January 2021 has as a principal operative purpose improving election-system integrity through auditable paper records, post-election audits, voting-system security requirements or materially equivalent nationwide safeguards.","At least one enacted federal statute in the interval establishes a binding nationwide election-integrity safeguard of the defined kind; bills, executive orders, appropriations without binding safeguards and state statutes do not contradict the prediction.","official_federal_legislative_records_and_authoritative_election_law_histories","Code enactments by operative legal effect rather than title; if a mixed statute contains a binding qualifying nationwide provision, count it as contradiction even if election integrity is not the whole statute.","fulfilled","https://www.congress.gov/bill/116th-congress/house-bill/2722/all-info","https://www.congress.gov/bill/115th-congress/senate-bill/2261","2017-01-20 to 2021-01-20","Congress.gov records show election-security proposals that did not become enacted nationwide safeguards in the interval.","No qualifying federal statute was enacted during the Trump administration.","Bills and nonbinding or appropriations measures do not contradict the prediction.","Codex","2026-09-22","https://www.congress.gov/bill/116th-congress/house-bill/2722/all-info","https://www.congress.gov/bill/115th-congress/senate-bill/2261","provided_evidence","high","sufficient","Codex","gpt-5","codex-gpt5-20260922-7f3c91a2"
"41-CCC-2011-031-03","41","CCC-2011-031","03","https://media.ccc.de/v/28c3-4898-de-security_nightmares","01:08:10-01:08:15","Frank Rieger and Ron","Es wird dann auch Telefone geben, die du als Zutrittskontrolltokens nehmen kannst.","The statement follows discussion of NFC in new phones and vulnerable electronic locks within the explicit 2012 round.","By 31 December 2012, at least one commercially available mobile phone will be deployable as a credential for physical access control.","phones_as_access_tokens","commercial mobile phones and physical access-control systems","global","commercially documented phone-based physical access credential","2011-12-30","2012-12-31","B","occurrence","Manufacturer documentation, a commercial deployment case or access-control vendor material dated no later than 2012 documents a mobile phone using NFC or another built-in radio as the credential that unlocks a physical door or gate.","At least one qualifying commercial phone and physical-access deployment exists by year end.","Authoritative market documentation rules out any commercial offering or deployment in 2012; absence alone is non-fulfilment.","manufacturer_and_access_control_vendor_primary_material","A laboratory-only prototype or phone used merely to administer a separate badge does not qualify.","fulfilled","https://www.globenewswire.com/news-release/2012/09/25/492510/13741/en/HID-Global-Completes-World-s-First-Series-of-NFC-Enabled-Smartphone-Pilots-That-Open-Doors-in-the-Enterprise.html","https://www.rfidjournal.com/news/assa-abloy-creates-nfc-solution-that-uses-phones-to-open-doors-grant-computer-access/83855/","2012","HID documented enterprise pilots in which commercially available NFC smartphones served as credentials to open physical doors.","At least one commercial phone and physical-access deployment existed by year end.","The evidence describes deployed pilots, not a laboratory-only prototype or badge administration.","Codex","2026-09-22","https://www.globenewswire.com/news-release/2012/09/25/492510/13741/en/HID-Global-Completes-World-s-First-Series-of-NFC-Enabled-Smartphone-Pilots-That-Open-Doors-in-the-Enterprise.html","https://www.rfidjournal.com/news/assa-abloy-creates-nfc-solution-that-uses-phones-to-open-doors-grant-computer-access/83855/","provided_evidence","high","sufficient","Codex","gpt-5","codex-gpt5-20260922-7f3c91a2"
"39-CCC-2006-011-06","39","CCC-2006-011","06","https://media.ccc.de/v/23C3-1682-de-security_nightmares","00:52:36-00:53:25","Frank Rieger and Ron","Voice-over-IP-Boxen, IPTV-Boxen und Media-Player-Boxen ... die werden Infrastruktur ... Spam-Botnet ... oder eine Tor-Node.","The speakers note that alternative operating systems could turn low-power always-on boxes into network nodes.","During 2007, consumer VoIP, IPTV or media-player set-top boxes will be publicly documented operating as botnet infrastructure or Tor nodes.","set_top_box_network_infrastructure","consumer set-top boxes and VoIP appliances","global","documented botnet participation or Tor relay operation","2006-12-30","2007-12-31","B","occurrence","Incident reports, malware analyses or Tor project/community archives document at least one deployed qualifying consumer box used as a bot, command/relay component, spam node or Tor relay during 2007.","At least one botnet case or one verifiable Tor-node deployment occurs by year end.","Authoritative device and Tor records rule out both uses across the qualifying population; absence is non-fulfilment.","incident_response_malware_research_and_Tor_project_or_community_archives","A general-purpose PC attached to a television does not qualify; the device must be sold principally as a set-top, media or VoIP appliance.","indeterminate","","","2007","No supplied incident, malware analysis or Tor archive documents a qualifying consumer appliance operating as botnet infrastructure or a Tor node in 2007.","The occurrence threshold cannot be verified.","Absence of supplied evidence does not rule out qualifying use across the population.","Codex","2026-09-22","","","provided_evidence","low","insufficient","Codex","gpt-5","codex-gpt5-20260922-7f3c91a2"
"45-CCC-2005-006-02","45","CCC-2005-006","02","https://media.ccc.de/v/22C3-600-de-security_nightmares","00:10:43-00:11:04","Frank Rieger and Ron","Mobiltelefone, Würmer ... jetzt bestimmt, ganz bestimmt nächstes Jahr ... Dieses Jahr gab es immerhin Proof of Concept.","The speakers acknowledge the prediction as a running joke but contrast the current proof of concept with the anticipated next step.","During 2006, a self-propagating mobile-phone worm will be publicly documented spreading beyond a controlled proof-of-concept environment to multiple independently owned devices.","mobile_phone_worm_spread","mobile phones and smartphone operating systems","global","documented autonomous spread beyond a controlled prototype","2005-12-29","2006-12-31","B","occurrence","Incident-response, mobile-operator, antivirus-research or researcher primary evidence documents a worm that autonomously propagates between mobile phones and infects at least ten devices owned or operated by more than one unrelated person or organization during 2006.","At least one qualifying worm reaches ten independently operated devices during 2006.","Authoritative 2006 mobile-malware reviews identify only laboratory proofs of concept and no qualifying spread; absence alone is non-fulfilment.","mobile_operator_incident_response_antivirus_research_and_researcher_primary_material","User-forwarded trojans and desktop malware copied onto phones do not qualify; propagation must be autonomous from phone to phone.","fulfilled","https://www.cs.virginia.edu/~robins/Malware_Goes_Mobile.pdf","https://www.usenix.org/event/sec07/tech/hypponen.pdf","2006","Contemporaneous mobile-malware reviews document autonomously propagating Symbian worms spreading in the wild across independently owned phones and countries.","At least one phone-to-phone worm exceeded ten independently operated devices during 2006.","The documented propagation was autonomous mobile spread, not merely user-forwarded desktop malware.","Codex","2026-09-22","https://www.cs.virginia.edu/~robins/Malware_Goes_Mobile.pdf","https://www.usenix.org/event/sec07/tech/hypponen.pdf","provided_evidence","high","sufficient","Codex","gpt-5","codex-gpt5-20260922-7f3c91a2"
"25-CCC-2007-013-01","25","CCC-2007-013","01","https://fahrplan.events.ccc.de/congress/2007/Fahrplan/attachments/1037_EU_Policy_RFID_Privacy.pdf","page_35","Andreas Krisch","Outlook 2008: publication of recommendation on RFID ... final recommendation before summer","The final outlook slide follows a detailed review of the European Commission RFID consultation, expert group, EDRi submissions and other institutional contributions. The unqualified bullet is presented as the speaker's outlook for Commission policy activity.","The European Commission will publish a final recommendation on RFID by 20 June 2008.","EU_RFID_policy","European Commission policy instruments","European_Union","publication of a final European Commission recommendation specifically on RFID","2007-12-30","2008-06-20","B","occurrence","An official European Commission document published by the deadline is explicitly titled or formally characterized as a final recommendation on RFID; drafts, consultations, communications, opinions by other EU bodies, and later publications do not qualify.","A qualifying final Commission recommendation was officially published no later than 2008-06-20.","Contradicted only if the Commission officially cancelled the recommendation or scheduled it after the deadline before 2008-06-20; absence is non-fulfilment.","official_European_Commission_documentation","Interpret 'before summer' conservatively as before the astronomical start of Northern Hemisphere summer, fixing 2008-06-20 as the last qualifying date. If publication status is draft or the issuing institution is not the Commission, do not count success.","not_fulfilled","https://interoperable-europe.ec.europa.eu/collection/egovernment/document/eu-recommendation-privacy-and-data-protection-applications-supported-radio-frequency-identification","https://interoperable-europe.ec.europa.eu/sites/default/files/document/2014-12/recommendationonrfid2009.pdf","2009","The final European Commission RFID recommendation is dated 2009, after the fixed 2008-06-20 deadline.","No qualifying final Commission recommendation was published by the deadline.","A later final recommendation and pre-deadline drafts do not qualify.","Codex","2026-09-22","https://interoperable-europe.ec.europa.eu/collection/egovernment/document/eu-recommendation-privacy-and-data-protection-applications-supported-radio-frequency-identification","https://interoperable-europe.ec.europa.eu/sites/default/files/document/2014-12/recommendationonrfid2009.pdf","provided_evidence","high","sufficient","Codex","gpt-5","codex-gpt5-20260922-7f3c91a2"
"93-BHKEY-2015-01-01","93","BHKEY-2015-01","01","https://www.youtube.com/watch?v=Tjvw5fz_GuA","00:06:11-00:06:33","Jennifer Granick","We have insurance coming on the scene. Cyber insurance is going to suck up maybe a quarter to a third of your budget in the next, say, five to ten years.","The surrounding address is to organizational security practitioners and contrasts insurance premiums with technical controls; the numerical range and maximum ten-year horizon are explicit.","By 5 August 2025, cyber-insurance expenditure will account for between 25% and 33.3% of the cybersecurity budget among organizations that purchase cyber insurance.","cyber_insurance_budget_share","organizations purchasing cyber insurance","global","cyber-insurance expenditure equals 25%-33.3% of cybersecurity budget","2015-08-05","2025-08-05","B","share","Comparable organizational surveys or audited budget studies report cyber-insurance premiums as a percentage of total cybersecurity expenditure among policy-purchasing organizations near the deadline.","The weighted median or the central estimate in at least two independent qualifying studies lies between 25% and 33.3% inclusive by 2025-08-05.","All qualifying central estimates are below 10% or above 50%; estimates outside 25%-33.3% but not contradictory are non-fulfilment, and absence of comparable denominators is indeterminable.","independent_budget_surveys_insurance_market_studies_and_audited_organizational_financial_records","Insurance limits, market premium totals and percentage of organizations insured cannot substitute for premium share of cybersecurity budget; conflicting estimates are resolved by weighted median where possible.","indeterminate","https://content.naic.org/sites/default/files/inline-files/2025_Cybersecurity_Insurance%20Report.pdf","https://www.mckinsey.com/~/media/mckinsey/business%20functions/risk/our%20insights/mckinsey-on-risk-number-18/mckinsey-on-risk-and-resilience-issue-18.pdf","through 2025-08-05","The supplied reports describe premium totals, market size and insurance trends but do not provide two comparable estimates of premiums as a share of purchaser cybersecurity budgets.","The required denominator and two-study central estimate are unavailable.","Market premium totals and insurance uptake cannot substitute for organizational budget share.","Codex","2026-09-22","https://content.naic.org/sites/default/files/inline-files/2025_Cybersecurity_Insurance%20Report.pdf","https://www.mckinsey.com/~/media/mckinsey/business%20functions/risk/our%20insights/mckinsey-on-risk-number-18/mckinsey-on-risk-and-resilience-issue-18.pdf","provided_evidence","high","insufficient","Codex","gpt-5","codex-gpt5-20260922-7f3c91a2"
