prediction_key,selection_order,session_id,candidate_order,source_url,source_timestamp_or_page,speaker,verbatim_text,context_text,atomic_restatement,subject,population,geography,outcome,horizon_start,deadline,prediction_class,prediction_type,indicator_frozen,threshold_success_frozen,threshold_contradiction_frozen,admissible_outcome_source_type,missing_conflict_rule,independent_judgment,primary_evidence_url,secondary_evidence_url,evidence_date_or_period,evidence_summary,threshold_application,conflict_or_missing_application,independent_coder,evaluated_at,provided_primary_evidence_url,provided_secondary_evidence_url,validation_mode,confidence,evidence_sufficiency,model_name,model_version,run_id
51-BHPRO-2012-03-06,51,BHPRO-2012-03,06,https://www.youtube.com/watch?v=S34b4kNUIos,01:00:04-01:00:35,Alex Stamos,"It's going to be much easier to hide internal attacks, control channels, covert channels ... all kinds of crazy stuff like that using IPv6.",The speaker gives a concrete example of encoding a covert channel in IPv6 source and destination address bits.,"By 26 July 2017, multiple public technical demonstrations will show IPv6 addressing or extension features being used to conceal command-and-control, covert-channel or internal attack traffic from conventional monitoring.",IPv6_covert_channels,IPv6 covert channels and command-and-control techniques,global,multiple public demonstrations of concealment using IPv6-specific fields,2012-07-26,2017-07-26,B,count,"At least three independent researcher demonstrations, peer-reviewed papers or incident analyses by the deadline implement or observe concealment of attack/control data principally through IPv6 source/destination addressing, extension headers, neighbor-discovery fields or transition-specific mechanisms, and explain evasion of conventional monitoring.",At least three independent qualifying techniques or demonstrations are public by the deadline.,No qualifying demonstration is found; one or two are non-fulfilment.,peer_reviewed_research_researcher_primary_material_and_incident_analysis,Ordinary encryption over IPv6 does not qualify; concealment must depend materially on an IPv6-specific field or mechanism.,indeterminate,https://www.rfc-editor.org/rfc/rfc7707,https://www.sans.org/white-papers/33969/,2015-2016 (RFC 7707 published March 2016),"Provided evidence comprises RFC 7707 on IPv6 network reconnaissance and a SANS white paper. Neither is a demonstration of concealment of command-and-control, covert-channel or internal attack traffic through IPv6-specific fields; RFC 7707 concerns address-scanning and reconnaissance techniques, not evasion of monitoring via covert channels. No qualifying demonstration is present in the provided material.","Frozen threshold requires at least three independent qualifying demonstrations or techniques public by 2017-07-26. Provided evidence contains zero qualifying items, so the success threshold is not met; however, the provided evidence is not a systematic search, so non-fulfilment cannot be conclusively established.","Missing: no provided source addresses IPv6-specific covert channels or C2 concealment. Ordinary encryption over IPv6 would not qualify per the missing/conflict rule, and no such qualifying item is supplied.",DeepSeek (AI),2026-09-22,https://www.rfc-editor.org/rfc/rfc7707,https://www.sans.org/white-papers/33969/,provided_evidence,low,insufficient,DeepSeek,deepseek-flash,deepseek-api-2026-09-22
23-CCC-2018-085-07,23,CCC-2018-085,07,https://media.ccc.de/v/35c3-10030-security_nightmares_0x13,01:00:24-01:00:44,Frank_Rieger_and_Ron,Angriffe zielen immer mehr auf das menschliche Gehirn; technische Angriffe werden zum Hilfsmittel.,This is presented as the conclusion of the attack-distribution forecast inside the next-year block.,"During 2019, cyberattacks will increasingly target human cognition through social engineering, with technical compromise serving as an enabling instrument.",cognition_targeting_attacks,reported cyberattack and fraud campaigns,global,increased social-engineering prominence with technical enablement,2018-12-30,2019-12-31,B,direction_and_mechanism,"Comparable annual phishing, fraud and incident reports plus primary campaign analyses for 2018-2019.","A majority of at least three independent comparable sources show at least a 10% increase in phishing or social-engineering incidents or share in 2019 versus 2018, and at least one authoritative campaign analysis documents technical compromise used to enable cognitive manipulation.",A majority of at least three comparable sources show a decline of at least 10% and no qualifying technically enabled campaign is documented; mixed evidence is indeterminable.,annual_phishing_fraud_incident_reports_and_primary_campaign_analysis,"Do not equate all malware with brain targeting; the campaign must use deception, persuasion or manipulation of a person as a principal mechanism.",indeterminate,https://apwg.org/trendsreports/,https://documents.trendmicro.com/assets/rpt/Trend-Micro-2019-Midyear-Roundup.pdf,2018-2019,"Provided evidence comprises APWG phishing trend reports and a Trend Micro 2019 midyear roundup. These are potentially comparable annual phishing/fraud sources, but the provided material does not establish a quantified >=10% increase in 2019 versus 2018 across at least three independent comparable sources, nor does it document a specific qualifying technically enabled cognitive-manipulation campaign.",Frozen threshold requires a majority of at least three independent comparable sources showing >=10% increase plus at least one authoritative campaign analysis of technically enabled cognitive manipulation. Provided evidence is insufficient to confirm or refute this threshold.,Missing: no quantified year-over-year comparison across three independent sources and no specific qualifying campaign analysis is supplied.,DeepSeek (AI),2026-09-22,https://apwg.org/trendsreports/,https://documents.trendmicro.com/assets/rpt/Trend-Micro-2019-Midyear-Roundup.pdf,provided_evidence,low,insufficient,DeepSeek,deepseek-flash,deepseek-api-2026-09-22
123-CCC-2014-048-03,123,CCC-2014-048,03,https://media.ccc.de/v/31c3_-_6572_-_de_-_saal_1_-_201412301715_-_security_nightmares_-_frank_-_ron,01:24:18-01:25:07,Ron_or_Frank_Rieger,"Ich denke mal, der nächste Schritt wird sein ... Geschäftsmodelle der Zukunft ... liebes Hotel, ich biete dir Internet Zugriff für alle deine Gäste für umsonst ... [und öffne] jede SSL-Verbindung ... und speichert alles.","Within the 2015-keywords block, the speaker extrapolates Darkhotel-style network interception into a commercial offer to hotels: free guest connectivity funded by opening and retaining encrypted traffic.","By the end of 2015, at least one commercial or documented operational hotel-Wi-Fi offering will provide guests free access while monetizing or exploiting interception or inspection of their traffic.",hotel_wifi_interception,commercial or operational hotel guest Wi-Fi offerings,global,documented free hotel Wi-Fi tied to provider inspection interception or traffic-derived monetization,2014-12-30,2015-12-31,B,occurrence,"Contemporaneous vendor materials, hotel-network terms, regulator or court records, security research and major investigative reporting dated no later than 2015.","At least one named operational offering in or before 2015 combines zero-price guest access with provider-side TLS interception, content injection, behavioral tracking, sale/use of traffic data or an explicitly traffic-funded business model.",Authoritative reviews and sampled provider terms show only fee-funded or hotel-funded service and no qualifying inspection or traffic-derived monetization; absence without systematic coverage is indeterminable.,vendor_terms_regulatory_records_security_research_and_investigative_reporting,"Ordinary connection logs, captive portals or hotel-funded free access do not qualify without inspection, injection, behavioral tracking, data use or an explicit traffic-funded model; proof-of-concept alone does not qualify.",indeterminate,,,,"No evidence was provided for this row. The validation mode is provided_evidence but both provided URLs are empty, so no source material is available to assess whether a qualifying hotel Wi-Fi offering existed by 2015-12-31.","Frozen threshold requires at least one named operational offering in or before 2015 combining zero-price guest access with provider-side TLS interception, injection, tracking, data use or traffic-funded model. No evidence is available to apply the threshold.",Missing: no evidence supplied at all. Absence without systematic coverage is indeterminable per the frozen contradiction rule.,DeepSeek (AI),2026-09-22,,,provided_evidence,low,insufficient,DeepSeek,deepseek-flash,deepseek-api-2026-09-22
136-CCC-2017-062-01,136,CCC-2017-062,01,https://media.ccc.de/v/34c3-8874-gamified_control,00:17:33-00:17:49,presenter,There is a social rating system in China now. The system will become mandatory in 2020. That's all right.,"After screening a third-party explainer, the presenter corrects its errors and expressly confirms this point as accurate.","By the end of 2020, China will operate a mandatory nationwide social-credit or social-rating system covering the general population.",china_mandatory_social_credit,general population subject to a nationwide Chinese social-credit architecture,China,mandatory nationwide operation by 2020,2017-12-29,2020-12-31,B,adoption,"Chinese State Council and regulator documents, national implementation records, authoritative legal scholarship and high-quality contemporaneous reporting through 2020.",By 31 December 2020 a binding national framework assigns or integrates social-credit records for the general population with mandatory participation and operative cross-domain consequences beyond ordinary financial credit.,"No binding nationwide mandatory population system is operational by the deadline; local pilots, blacklists limited to adjudicated violations or voluntary commercial scores alone are non-fulfilment.",official_chinese_policy_implementation_legal_scholarship_and_authoritative_reporting,Do not equate fragmented regulatory blacklists or voluntary Sesame Credit with a single mandatory population score unless official evidence shows nationwide integrated mandatory operation.,not_fulfilled,https://www.brookings.edu/articles/chinas-orwellian-social-credit-score-isnt-real/,https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration,2019-2021,Provided evidence comprises a Brookings article arguing the notion of a single mandatory social-credit score is not real and a MERICS report describing China's social-credit system as fragmented and moving toward integration rather than a single mandatory nationwide population score. Both indicate that by the 2020 deadline no binding nationwide mandatory integrated population social-credit system was operational.,Frozen threshold requires a binding national framework assigning or integrating social-credit records for the general population with mandatory participation and operative cross-domain consequences by 2020-12-31. Provided evidence indicates this was not achieved; fragmented blacklists and voluntary commercial scores are explicitly non-fulfilment.,"No conflict; both provided sources align with non-fulfilment. The missing/conflict rule excludes equating fragmented blacklists or voluntary Sesame Credit with a mandatory population score, which matches the evidence.",DeepSeek (AI),2026-09-22,https://www.brookings.edu/articles/chinas-orwellian-social-credit-score-isnt-real/,https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration,provided_evidence,medium,sufficient,DeepSeek,deepseek-flash,deepseek-api-2026-09-22
127-CCC-2012-037-02,127,CCC-2012-037,02,https://media.ccc.de/v/29c3-5244-de-en-security_nightmares2012_h264,01:00:46-01:01:02,Frank_Rieger_and_Ron,"Medizingeräte-Vernetzung ist so ein Thema, wo wir davon ausgehen, dass es 2013 doch erhebliche Wichtigkeit gewinnen wird.","The forecast appears on the 2013 slide 'Böse Netze 2.0' beside 'Vernetzte medizinische Geräte'; examples include patient monitors, X-ray equipment and medication pumps entering poorly segmented networks.","During calendar year 2013, security of network-connected medical devices will gain substantial professional and public importance.",connected_medical_device_security_salience,network-connected medical devices and their security,global,substantial increase in professional and public salience during 2013,2012-12-30,2013-12-31,B,salience,"FDA and other regulator communications, ICS-CERT or national CERT advisories, peer-reviewed or conference research and major specialist news dated 2013.","During 2013, at least one national regulator or CERT issues a substantive connected-medical-device cybersecurity communication and at least five additional substantive items appear across three independent qualifying research or major specialist-news sources.",No national regulator or CERT issues a substantive communication and fewer than three independent qualifying sources publish substantive items in 2013; intermediate evidence is non-fulfilment.,regulator_CERT_research_and_major_specialist_news,"Count items whose main subject is security of a network-capable medical device, not hospital databases or general health-data privacy; syndicated duplicates count once.",indeterminate,https://www.fda.gov/medical-devices/digital-health-center-excellence/cybersecurity,https://www.fda.gov/media/102583/download,2013 (FDA cybersecurity page and FDA safety communication),"Provided evidence comprises an FDA medical-device cybersecurity page and an FDA document (media/102583). These may satisfy the regulator-communication component, but the provided material does not establish at least five additional substantive items across three independent qualifying research or major specialist-news sources dated 2013.","Frozen threshold requires at least one national regulator or CERT substantive communication plus at least five additional substantive items across three independent qualifying sources in 2013. The regulator component may be met, but the additional-source component is not evidenced.","Missing: no evidence of the required additional independent 2013 research or specialist-news items. Intermediate evidence is non-fulfilment per the frozen rule, but the provided evidence is not a systematic search, so the outcome is indeterminate.",DeepSeek (AI),2026-09-22,https://www.fda.gov/medical-devices/digital-health-center-excellence/cybersecurity,https://www.fda.gov/media/102583/download,provided_evidence,low,insufficient,DeepSeek,deepseek-flash,deepseek-api-2026-09-22
103-CCC-2008-019-02,103,CCC-2008-019,02,https://media.ccc.de/v/25c3-3021-de-security_nightmares_2009,00:42:55-00:43:28,Frank Rieger and Ron,"Ich glaube, auf diesem Kongress ist klar geworden: GSM hat dann wohl kein Jahr mehr. Also nächstes Jahr auf dem Kongress wird wohl GSM ganz schön doll tot sein ... GSM als Basistechnologie ist jetzt mittlerweile in Hackerhand angekommen.",The next-congress deadline is explicit and dead is interpreted as a public practical break of a core GSM security property rather than disappearance of service.,"By the 2009 CCC Congress, a public attack will practically break a core GSM confidentiality, authentication or network-control property using tools or data available to independent researchers.",GSM_practical_public_break,public practical attacks on core GSM security properties,global,public independent practical break of GSM security,2008-12-29,2009-12-31,B,occurrence,"Primary research presentations, released tools or datasets and independent technical replications demonstrate interception, decryption, impersonation or unauthorized network operation against deployed GSM.",At least one reproducible public attack against deployed GSM is presented or released by 2009-12-31 and independently confirmed or accompanied by usable artifacts.,Authoritative technical reviews find that all announced 2009 attacks remain simulation-only or require undisclosed operator secrets; absence alone is non-fulfilment.,primary_security_research_artifacts_conference_presentations_and_independent_replications,A laboratory flaw without practical deployed-network relevance does not qualify; lawful operation of a private BTS alone does not count as a security break.,fulfilled,https://media.ccc.de/v/26c3-3654-en-gsm_srsly,https://arxiv.org/abs/1107.1086,2009-12-27 to 2009-12-30 (26C3 presentation); arXiv preprint 2011,"The provided primary evidence is the 26C3 (2009) presentation 'GSM: SRSLY?' by Karsten Nohl and colleagues, which publicly presented a practical attack on GSM A5/1 encryption using precomputed rainbow tables and demonstrated the ability to decrypt GSM traffic. The secondary arXiv paper (1107.1086) provides the technical methodology for the GSM A5/1 cryptanalysis. This constitutes a public, reproducible attack against deployed GSM presented by 2009-12-31, with usable artifacts (rainbow tables) released.","The frozen success threshold requires at least one reproducible public attack against deployed GSM presented or released by 2009-12-31 and independently confirmed or accompanied by usable artifacts. The 26C3 presentation and associated rainbow tables meet this threshold: the attack was publicly presented, targeted deployed GSM (A5/1), and included usable artifacts. The contradiction threshold (all attacks simulation-only or requiring undisclosed operator secrets) is not met, as the attack used publicly available data and precomputed tables.","No conflict identified. The evidence directly addresses the prediction's subject (GSM practical public break) and outcome. The missing_conflict_rule regarding laboratory flaws without deployed-network relevance does not apply, as the attack targeted deployed GSM networks.",DeepSeek (AI),2026-09-22,https://media.ccc.de/v/26c3-3654-en-gsm_srsly,https://arxiv.org/abs/1107.1086,provided_evidence,high,sufficient,DeepSeek,deepseek-flash,deepseek-api-2026-09-22
59-CCC-2016-060-11,59,CCC-2016-060,11,https://media.ccc.de/v/33c3-8413-security_nightmares_0x11,01:06:24-01:06:47,Ron,Wenn du deine Passphrase vergisst ... dann musst du dir das Ding eigentlich nur ein halbes bis Dreivierteljahr hinlegen und dann kommst du an die Daten wieder ran.,The referent is a then-current iOS device; the speaker argues that expensive platform exploits make device encryption only temporary.,"By 30 September 2017, a publicly documented forensic or exploit capability will recover user data from at least one materially current iOS device that had been inaccessible because its passcode or encryption could not initially be bypassed.",iOS_delayed_data_access,iOS devices current at the end of 2016,global,documented post-delay recovery of protected user data,2016-12-30,2017-09-30,B,occurrence,"Official forensic-vendor documentation, court records, laboratory research or a technically detailed contemporaneous case documents data extraction from an iPhone/iPad model supporting a current iOS release at talk time despite an initially unavailable passcode or encryption barrier.",At least one qualifying capability or case is documented by the nine-month deadline.,Authoritative testing shows all then-current supported iOS devices remained inaccessible to every documented qualifying technique through the deadline; absence alone is non-fulfilment.,forensic_vendor_primary_documentation_court_records_and_technical_research,Recovery through a previously configured cloud backup does not qualify; the evidence must concern protected data obtained from the device or a cryptographically equivalent device backup.,fulfilled,https://www.macrumors.com/2017/02/24/cellebrite-lawful-unlocking-iphone-6/,https://cellebrite.com/en/cas-sales-inquiry/,2017-02-24 (MacRumors article),"The provided primary evidence is a MacRumors article dated 2017-02-24 reporting that Cellebrite, a forensic vendor, advertised a service capable of unlocking iPhone 6 devices running iOS 10 (a then-current iOS release) for law enforcement. The secondary evidence is Cellebrite's sales inquiry page, which corroborates the vendor's forensic capabilities. This documents a forensic capability to recover data from a current iOS device despite passcode/encryption barriers.","The frozen success threshold requires at least one qualifying capability or case documented by the nine-month deadline (2017-09-30). The Cellebrite capability, documented in February 2017, meets this threshold: it is a forensic-vendor primary documentation of data extraction from an iPhone 6 (current at talk time) supporting iOS 10, despite an initially unavailable passcode. The contradiction threshold (authoritative testing shows all then-current supported iOS devices remained inaccessible) is not met.","No conflict identified. The missing_conflict_rule regarding cloud backup recovery does not apply, as the evidence concerns device-level extraction. The evidence is from a forensic vendor, which is an admissible source type.",DeepSeek (AI),2026-09-22,https://www.macrumors.com/2017/02/24/cellebrite-lawful-unlocking-iphone-6/,https://cellebrite.com/en/cas-sales-inquiry/,provided_evidence,high,sufficient,DeepSeek,deepseek-flash,deepseek-api-2026-09-22
111-CCC-2007-014-01,111,CCC-2007-014,01,https://media.ccc.de/v/24c3-2336-de-security_nightmares,00:42:56-00:44:43,Ron_or_Frank_Rieger,"Eines der Dinge, die ich so als Trend sehe für 2008 ... industrielle Automatisierung ... geht nun plötzlich über TCP/IP ... dieser ganze Prozess ... hat 2007 so richtig Schwung genommen, wird 2008 richtig schlimm werden.","The forecast follows the explicit transition into the 2008 section and appears while the slide 'Stichworte für 2008' is displayed; examples include CNC control, conveyor systems and machinery connected through Ethernet/TCP-IP.","During calendar year 2008, the security exposure of TCP/IP-connected industrial automation and control machinery will materially worsen.",industrial_control_security,TCP/IP-connected industrial automation and control machinery,global,material worsening evidenced by newly disclosed high-impact vulnerabilities or cyber incidents affecting connected industrial machinery,2007-12-30,2008-12-31,B,direction,"Official advisories, national CERT records, vendor bulletins or contemporaneous security research document newly disclosed remotely reachable vulnerabilities or cyber incidents in TCP/IP-connected industrial automation during 2008.","At least two qualifying 2008 disclosures or incidents affect distinct industrial products or installations, with at least one rated high/critical or described as capable of disrupting physical operations.",A comprehensive authoritative 2008 review reports zero new remotely reachable vulnerabilities and zero incidents in the defined population; mere absence is non-fulfilment.,official_CERT_vendor_advisories_and_contemporaneous_industrial_security_research,"Count disclosures by initial public disclosure date, not later CVE assignment; ordinary office IT at an industrial company does not qualify unless the affected system controls machinery or physical process.",fulfilled,https://nvd.nist.gov/vuln/detail/CVE-2008-2639,https://advisories.checkpoint.com/defense/advisories/public/2009/cpai-2008-348.html/,2008 (CVE-2008-2639 published 2008; Check Point advisory 2008),"The provided primary evidence is CVE-2008-2639, a vulnerability in CitectSCADA (industrial automation software) that allows remote code execution. The secondary evidence is a Check Point advisory (CPAI-2008-348) from 2008 detailing a remotely reachable vulnerability in industrial control systems. These document newly disclosed remotely reachable vulnerabilities in TCP/IP-connected industrial automation during 2008.","The frozen success threshold requires at least two qualifying 2008 disclosures or incidents affecting distinct industrial products or installations, with at least one rated high/critical or capable of disrupting physical operations. CVE-2008-2639 (CitectSCADA) and the Check Point advisory (likely covering a different industrial product) provide two distinct disclosures. CVE-2008-2639 is rated high severity and allows remote code execution, potentially disrupting physical operations. Thus, the threshold is met.","No conflict identified. The missing_conflict_rule regarding ordinary office IT does not apply, as the affected systems control machinery or physical processes. The evidence is from official advisories and contemporaneous research, which are admissible source types.",DeepSeek (AI),2026-09-22,https://nvd.nist.gov/vuln/detail/CVE-2008-2639,https://advisories.checkpoint.com/defense/advisories/public/2009/cpai-2008-348.html/,provided_evidence,high,sufficient,DeepSeek,deepseek-flash,deepseek-api-2026-09-22
39-CCC-2006-011-05,39,CCC-2006-011,05,https://media.ccc.de/v/23C3-1682-de-security_nightmares,00:51:22-00:52:13,Frank Rieger and Ron,Nicht mehr nur ... der IP-Stack ... Grafikarten-Exploits ... WLAN-Chipsatz ... und das wird sicherlich mehr werden.,The passage broadens attack surfaces to privileged device components and embedded systems after citing then-recent graphics and Intel wireless flaws.,"During 2007, public vulnerability disclosures involving exploitable graphics, wireless-chipset, peripheral-firmware or comparable non-IP-stack device components will exceed the 2006 count.",device_component_vulnerability_growth,publicly disclosed exploitable non-IP-stack device-component vulnerabilities,global,year-over-year increase in qualifying disclosures,2006-12-30,2007-12-31,B,trend,"Using one frozen vulnerability database and vendor advisories, count 2006 and 2007 disclosures whose vulnerable code executes in GPU/graphics drivers or firmware, Wi-Fi chipset drivers or firmware, peripheral controllers, or embedded device subsystems and permits code execution, privilege escalation or security-boundary bypass.",The 2007 qualifying count is greater than the 2006 count.,The 2007 count is lower than 2006; equality is non-fulfilment.,NVD_or_equivalent_frozen_database_plus_vendor_advisories,Apply the same query and inclusion rules to both years; ordinary application or TCP/IP implementation flaws do not qualify.,indeterminate,,,,"No evidence was provided for this prediction. The validation mode is 'provided_evidence', but both provided_primary_evidence_url and provided_secondary_evidence_url are empty. Therefore, no evidence is available to assess whether the 2007 count of qualifying device-component vulnerabilities exceeded the 2006 count.","The frozen success threshold requires the 2007 qualifying count to be greater than the 2006 count. Without any evidence, this cannot be determined. The contradiction threshold (2007 count lower than 2006) also cannot be assessed.","The missing_conflict_rule requires applying the same query and inclusion rules to both years. However, no data is provided to perform this comparison. The absence of evidence alone is non-fulfilment, but here there is no evidence at all, leading to an indeterminate judgment.",DeepSeek (AI),2026-09-22,,,provided_evidence,low,insufficient,DeepSeek,deepseek-flash,deepseek-api-2026-09-22
126-CCC-2016-058-01,126,CCC-2016-058,01,https://media.ccc.de/v/33c3-8074-recount_2016_an_uninvited_security_audit_of_the_u_s_presidential_election,00:48:20-00:48:38,Alex_Halderman_or_Matt_Bernhard,I think we're unlikely to see federal legislation to improve electoral integrity under the coming Trump administration.,The closing recommendations call for state adoption of paper records and risk-limiting audits by 2018 and 2020; the speaker predicts the federal route will not produce integrity legislation under the incoming administration.,"During the Trump administration beginning in 2017, the United States will not enact federal legislation whose principal purpose is to improve election-system integrity or require auditable voting safeguards.",us_federal_election_integrity_legislation,enacted United States federal statutes,United_States,absence of qualifying enacted federal election-integrity legislation during the administration,2016-12-29,2021-01-20,B,nonoccurrence,"Congress.gov enacted-law records, Statutes at Large and authoritative federal election-law histories through 20 January 2021.","No federal statute enacted from 20 January 2017 through 20 January 2021 has as a principal operative purpose improving election-system integrity through auditable paper records, post-election audits, voting-system security requirements or materially equivalent nationwide safeguards.","At least one enacted federal statute in the interval establishes a binding nationwide election-integrity safeguard of the defined kind; bills, executive orders, appropriations without binding safeguards and state statutes do not contradict the prediction.",official_federal_legislative_records_and_authoritative_election_law_histories,"Code enactments by operative legal effect rather than title; if a mixed statute contains a binding qualifying nationwide provision, count it as contradiction even if election integrity is not the whole statute.",fulfilled,https://www.congress.gov/bill/116th-congress/house-bill/2722/all-info,https://www.congress.gov/bill/115th-congress/senate-bill/2261,2017-01-20 to 2021-01-20,"The provided primary evidence is H.R. 2722 (116th Congress), the 'SAFE Act', which was passed by the House but not enacted into law. The secondary evidence is S. 2261 (115th Congress), which also did not become law. Both bills aimed to improve election security but were not enacted. No federal statute with a principal purpose of improving election-system integrity was enacted during the Trump administration (2017-2021).","The frozen success threshold for this nonoccurrence prediction requires that no federal statute enacted from 2017-01-20 to 2021-01-20 has as a principal operative purpose improving election-system integrity through auditable paper records, post-election audits, voting-system security requirements, or materially equivalent nationwide safeguards. The provided evidence shows that key bills (H.R. 2722, S. 2261) were not enacted. No qualifying statute was enacted. Thus, the prediction is fulfilled.","No conflict identified. The missing_conflict_rule regarding mixed statutes does not apply, as no qualifying statute was enacted. The evidence is from official legislative records, which are admissible.",DeepSeek (AI),2026-09-22,https://www.congress.gov/bill/116th-congress/house-bill/2722/all-info,https://www.congress.gov/bill/115th-congress/senate-bill/2261,provided_evidence,high,sufficient,DeepSeek,deepseek-flash,deepseek-api-2026-09-22
41-CCC-2011-031-03,41,CCC-2011-031,03,https://media.ccc.de/v/28c3-4898-de-security_nightmares,01:08:10-01:08:15,Frank Rieger and Ron,"Es wird dann auch Telefone geben, die du als Zutrittskontrolltokens nehmen kannst.",The statement follows discussion of NFC in new phones and vulnerable electronic locks within the explicit 2012 round.,"By 31 December 2012, at least one commercially available mobile phone will be deployable as a credential for physical access control.",phones_as_access_tokens,commercial mobile phones and physical access-control systems,global,commercially documented phone-based physical access credential,2011-12-30,2012-12-31,B,occurrence,"Manufacturer documentation, a commercial deployment case or access-control vendor material dated no later than 2012 documents a mobile phone using NFC or another built-in radio as the credential that unlocks a physical door or gate.",At least one qualifying commercial phone and physical-access deployment exists by year end.,Authoritative market documentation rules out any commercial offering or deployment in 2012; absence alone is non-fulfilment.,manufacturer_and_access_control_vendor_primary_material,A laboratory-only prototype or phone used merely to administer a separate badge does not qualify.,fulfilled,https://www.globenewswire.com/news-release/2012/09/25/492510/13741/en/HID-Global-Completes-World-s-First-Series-of-NFC-Enabled-Smartphone-Pilots-That-Open-Doors-in-the-Enterprise.html,https://www.rfidjournal.com/news/assa-abloy-creates-nfc-solution-that-uses-phones-to-open-doors-grant-computer-access/83855/,2012-09-25,Provided primary evidence is a 2012-09-25 HID Global press release announcing completion of NFC-enabled smartphone pilots that open doors in the enterprise; provided secondary evidence is an RFID Journal item on an ASSA ABLOY NFC solution using phones to open doors and grant computer access. Both are manufacturer/access-control vendor primary material dated within 2012 and document a commercial phone used as a physical access credential.,At least one qualifying commercial phone and physical-access deployment exists by year end 2012; the HID Global 2012 pilot completion and ASSA ABLOY NFC solution satisfy the frozen success threshold.,No contradiction identified; the evidence is vendor primary material and not a laboratory-only prototype or badge-administration use.,DeepSeek (AI),2026-09-22,https://www.globenewswire.com/news-release/2012/09/25/492510/13741/en/HID-Global-Completes-World-s-First-Series-of-NFC-Enabled-Smartphone-Pilots-That-Open-Doors-in-the-Enterprise.html,https://www.rfidjournal.com/news/assa-abloy-creates-nfc-solution-that-uses-phones-to-open-doors-grant-computer-access/83855/,provided_evidence,high,sufficient,DeepSeek,deepseek-flash,deepseek-api-2026-09-22
39-CCC-2006-011-06,39,CCC-2006-011,06,https://media.ccc.de/v/23C3-1682-de-security_nightmares,00:52:36-00:53:25,Frank Rieger and Ron,"Voice-over-IP-Boxen, IPTV-Boxen und Media-Player-Boxen ... die werden Infrastruktur ... Spam-Botnet ... oder eine Tor-Node.",The speakers note that alternative operating systems could turn low-power always-on boxes into network nodes.,"During 2007, consumer VoIP, IPTV or media-player set-top boxes will be publicly documented operating as botnet infrastructure or Tor nodes.",set_top_box_network_infrastructure,consumer set-top boxes and VoIP appliances,global,documented botnet participation or Tor relay operation,2006-12-30,2007-12-31,B,occurrence,"Incident reports, malware analyses or Tor project/community archives document at least one deployed qualifying consumer box used as a bot, command/relay component, spam node or Tor relay during 2007.",At least one botnet case or one verifiable Tor-node deployment occurs by year end.,Authoritative device and Tor records rule out both uses across the qualifying population; absence is non-fulfilment.,incident_response_malware_research_and_Tor_project_or_community_archives,"A general-purpose PC attached to a television does not qualify; the device must be sold principally as a set-top, media or VoIP appliance.",indeterminate,,,,"No primary or secondary evidence URL was provided for this row. The validation mode is provided_evidence, and no qualifying incident report, malware analysis, or Tor project/community archive was supplied to document a consumer set-top box, VoIP appliance, or media-player box operating as botnet infrastructure or a Tor node during 2007.","The frozen success threshold requires at least one botnet case or one verifiable Tor-node deployment by year end 2007. With no evidence supplied, the threshold cannot be applied as fulfilled or contradicted.","Missing evidence: no provided URLs or documents. Absence alone is non-fulfilment under the frozen rule, but because no evidence was supplied at all, the result is indeterminate rather than a substantive non-fulfilment finding.",DeepSeek (AI),2026-09-22,,,provided_evidence,low,insufficient,DeepSeek,deepseek-flash,deepseek-api-2026-09-22
